ID_TAREFA,PRIORIDADE,DIFICULDADE,HORAS_PROD_MED,NIVEL_FOCO_MED,ESTRESSE_MED,HORAS_DORMIDAS_MED,SATISFACAO_MED,CARGA_TRABALHO_MED,TEMPO_CONCLUSAO_DIAS,ATRASO
1061,média,5.2,6.5,8.1,3.6,7.1,7.3,5.4,3.19,0
1062,baixa,5.4,8.2,7.1,6.2,6.3,5.4,5.6,1.89,0
1063,média,2.0,6.7,7.6,5.1,7.2,5.4,7.1,0.5,0
1064,média,3.9,7.8,8.3,5.1,7.2,4.9,5.8,2.59,0
1065,média,5.3,7.5,10.0,2.9,7.9,7.8,9.0,0.56,1
1066,média,2.5,8.2,8.7,7.4,7.8,5.4,5.1,2.45,0
1067,baixa,8.0,7.7,5.8,4.6,7.4,7.1,7.8,2.2,0
1068,média,6.5,6.5,7.5,5.9,6.5,10.0,6.8,4.91,0
1069,alta,4.6,6.7,8.9,3.1,6.6,5.5,6.7,2.87,0
1070,baixa,9.8,5.3,7.7,3.4,5.4,9.1,6.0,2.33,0
1071,média,6.5,9.0,6.6,2.2,8.2,8.0,5.9,3.36,0
1072,baixa,8.5,5.5,7.4,2.3,5.7,6.8,4.0,2.8,0
1073,média,3.7,7.4,7.2,7.1,8.3,4.9,8.1,3.96,0
1074,alta,3.7,6.3,6.6,4.6,8.0,6.2,8.2,2.4,0
1075,alta,9.0,7.0,8.5,1.2,7.2,8.7,8.0,6.39,1
1076,média,7.3,4.8,7.7,8.6,8.1,9.0,7.3,3.09,0
1077,baixa,9.8,8.7,6.0,8.1,6.2,6.4,5.5,2.61,1
1078,baixa,3.4,5.6,7.9,3.8,7.7,6.4,4.1,0.54,0
1079,baixa,1.1,6.0,8.0,5.5,7.8,5.9,4.8,1.37,0
1080,média,9.4,6.8,7.8,4.5,7.0,6.4,5.3,0.92,1
1081,baixa,9.5,8.7,8.2,5.6,6.5,8.2,6.0,1.17,1
1082,baixa,6.6,4.1,7.9,4.3,8.8,7.4,8.5,1.19,0
1083,média,9.3,8.6,8.2,4.9,6.7,5.2,6.0,3.76,0
1084,média,1.5,8.6,7.8,4.3,8.2,5.6,7.0,0.5,0
1085,alta,7.8,8.6,8.8,5.7,6.9,6.7,4.0,5.19,1
1086,média,1.4,9.0,6.2,9.2,7.3,8.8,5.4,3.89,0
1087,alta,2.4,6.3,7.7,2.3,7.6,6.4,5.4,3.9,0
1088,média,1.4,9.0,7.6,3.4,7.1,8.5,6.3,0.55,0
1089,baixa,6.8,5.9,5.9,7.4,7.2,8.6,4.0,2.39,0
1090,baixa,3.4,8.4,7.5,3.0,7.4,6.2,5.0,1.24,0
1091,alta,2.2,6.3,8.7,3.4,8.6,5.4,5.8,1.68,0
1092,alta,3.3,6.1,7.8,6.4,8.9,5.8,5.5,2.57,0
1093,baixa,9.3,8.4,5.4,3.0,8.4,6.0,4.5,2.38,0
1094,média,4.6,8.7,5.4,3.8,7.3,7.8,4.4,2.65,0
1095,baixa,8.5,7.2,6.2,4.7,7.0,5.1,9.0,3.41,0
1096,média,9.7,8.4,7.8,1.2,5.2,7.5,6.0,3.47,1
1097,alta,3.8,6.5,7.4,4.1,8.2,4.7,7.2,4.36,0
1098,alta,8.8,6.0,8.4,7.5,7.1,4.6,5.5,2.29,1
1099,média,8.3,9.0,10.0,4.0,6.8,8.0,6.8,1.63,0
1100,baixa,7.3,7.4,8.6,7.1,7.3,5.7,5.4,2.64,1
1101,baixa,2.6,8.6,7.1,4.8,7.4,5.0,6.8,0.54,0
1102,média,4.3,6.4,7.2,3.3,8.0,7.9,4.3,1.4,0
1103,baixa,2.7,7.5,6.6,3.9,7.0,5.2,7.2,0.75,0
1104,alta,5.0,9.0,6.3,5.0,7.1,6.6,6.3,7.18,0
1105,média,4.7,6.5,7.1,3.3,6.9,6.1,7.2,3.08,0
1106,média,8.0,9.0,8.6,7.0,7.2,6.0,5.2,2.71,0
1107,baixa,5.3,8.0,6.4,1.2,7.6,10.0,5.4,0.55,0
1108,alta,6.4,7.1,8.3,6.1,7.7,7.0,4.3,6.73,1
1109,média,1.9,7.3,7.5,3.5,7.7,6.6,7.6,3.18,0
1110,alta,8.3,7.1,6.6,1.9,8.8,8.6,8.0,5.98,1
1111,baixa,3.3,7.0,7.3,6.5,6.0,5.9,5.7,1.82,0
1112,alta,6.8,6.7,7.3,7.9,6.1,8.4,5.8,5.8,1
1113,média,5.3,8.2,6.7,3.8,8.3,8.6,7.8,3.27,0
1114,alta,9.3,9.0,7.3,6.4,8.3,6.9,6.2,8.85,1
1115,baixa,7.3,5.1,7.1,2.7,7.3,5.0,6.6,2.08,1
1116,baixa,7.9,4.5,7.3,5.6,6.6,8.7,6.1,2.13,1
1117,baixa,6.1,7.6,5.5,8.0,7.2,4.6,8.0,2.56,0
1118,baixa,2.3,7.6,6.7,5.7,6.9,8.7,9.0,1.2,0
1119,alta,6.8,6.4,7.6,1.0,6.3,6.2,6.0,0.5,0
1120,média,4.2,6.8,7.0,4.3,7.4,9.4,5.3,1.06,0
1121,alta,3.6,6.6,7.0,7.3,7.9,9.8,4.7,2.05,0
1122,média,3.7,5.4,8.7,5.1,6.1,7.0,9.0,0.5,1
1123,baixa,8.2,5.5,7.2,5.7,8.4,4.1,6.6,1.73,1
1124,baixa,9.0,7.1,8.1,5.1,7.1,5.1,6.0,2.59,0
1125,alta,6.4,6.9,7.1,3.0,6.6,6.1,8.5,2.24,0
1126,baixa,7.2,6.5,10.0,3.3,7.1,8.4,4.6,1.35,1
1127,média,6.5,7.0,7.5,5.3,7.1,7.0,5.9,4.87,0
1128,baixa,7.2,8.2,6.2,6.7,9.0,8.6,5.4,2.55,0
1129,baixa,3.3,5.7,7.1,6.1,6.5,8.2,4.0,0.5,0
1130,média,4.9,7.7,4.7,3.2,7.9,4.5,5.0,2.47,0
1131,baixa,3.7,7.2,9.6,6.3,7.6,7.9,6.1,0.62,1
1132,baixa,1.9,8.1,6.8,10.0,6.1,6.6,7.6,2.68,1
1133,baixa,3.2,7.1,6.6,4.7,6.9,6.1,5.5,1.22,0
1134,média,6.0,6.6,5.9,5.9,7.3,4.8,5.1,3.89,0
1135,média,4.6,6.5,8.0,7.2,7.2,7.7,6.1,2.33,1
1136,média,5.3,7.2,8.9,3.6,7.0,8.6,7.7,2.11,0
1137,média,1.8,7.1,7.0,6.1,5.8,7.3,4.4,0.63,1
1138,baixa,2.3,4.3,7.9,5.5,7.8,7.8,7.2,0.5,0
1139,baixa,7.9,8.8,6.6,5.2,7.4,7.4,5.3,1.95,0
1140,média,6.2,7.8,6.7,7.1,6.6,6.8,6.2,4.83,0
1141,baixa,3.6,6.2,6.2,2.9,6.3,10.0,7.8,0.7,0
1142,baixa,4.0,5.6,6.4,5.7,5.3,7.5,7.0,1.86,0
1143,média,8.5,5.0,8.3,4.2,8.8,7.1,9.0,4.73,1
1144,alta,2.7,8.8,7.9,4.9,6.2,5.1,7.2,4.84,0
1145,alta,5.6,5.9,7.8,1.0,6.7,7.7,6.6,4.11,0
1146,baixa,1.1,4.5,7.8,6.6,8.6,4.5,5.4,3.06,1
1147,baixa,7.8,7.6,6.5,5.1,8.4,6.9,7.6,1.98,0
1148,média,2.7,5.9,8.4,3.2,6.4,4.4,5.9,4.37,1
1149,média,3.0,6.9,7.1,4.1,8.3,8.5,5.5,0.83,0
1150,média,7.8,7.7,8.5,4.7,8.1,7.0,6.6,1.41,1
1151,baixa,5.5,8.5,7.6,9.2,7.3,9.4,6.1,1.28,0
1152,baixa,5.1,5.6,7.9,4.4,6.0,6.0,8.5,1.1,0
1153,alta,9.8,8.8,7.5,6.2,8.1,6.4,8.6,8.54,1
1154,alta,4.4,6.6,7.7,5.9,6.2,6.3,6.0,3.4,0
1155,alta,2.2,5.5,5.4,1.0,7.8,8.8,6.4,3.14,1
1156,média,9.4,6.6,9.6,10.0,7.8,6.4,5.8,3.72,1
1157,média,3.9,8.6,7.5,6.4,7.8,4.1,4.9,1.9,1
1158,baixa,3.7,8.9,8.5,5.7,8.3,9.2,4.6,1.67,0
1159,baixa,3.2,7.6,8.3,3.4,7.1,8.5,8.1,0.5,0
1160,média,4.1,6.9,8.4,5.7,7.8,6.2,7.4,0.5,0
1161,baixa,6.3,9.0,6.7,5.3,7.7,6.3,8.6,1.99,0
1162,média,6.0,9.0,8.4,5.0,8.0,6.2,5.8,1.09,0
1163,média,1.9,6.9,8.6,4.8,7.4,6.3,6.8,2.65,0
1164,alta,8.2,6.1,7.7,5.1,6.9,7.7,6.1,7.57,0
1165,baixa,8.8,5.8,6.8,3.0,8.6,8.0,5.6,2.14,0
1166,baixa,3.2,7.0,7.2,5.8,8.3,7.7,6.9,2.23,0
1167,alta,2.8,5.6,8.4,4.5,8.3,5.7,7.7,2.23,0
1168,média,5.3,7.0,8.7,6.4,7.2,7.4,7.7,2.28,0
1169,média,9.0,7.7,7.0,5.0,6.7,8.8,6.2,5.41,0
1170,baixa,9.9,5.4,8.8,1.0,7.5,5.9,6.3,2.48,0
1171,média,6.6,8.9,7.1,2.5,5.0,8.0,5.7,2.91,0
1172,baixa,8.3,7.1,5.8,2.8,6.5,6.7,7.3,2.0,0
1173,baixa,3.1,6.9,7.2,3.7,6.3,5.4,7.4,1.17,0
1174,média,2.5,5.7,5.7,4.0,6.1,7.6,5.8,4.37,1
1175,baixa,1.5,7.7,8.8,3.9,8.3,5.7,8.6,0.5,0
1176,baixa,9.8,7.7,8.4,3.6,6.8,5.1,5.2,1.86,0
1177,média,4.6,6.4,7.5,5.2,8.1,4.3,6.8,1.66,0
1178,média,5.8,8.4,7.4,1.9,6.5,6.7,5.9,2.56,0
1179,alta,7.0,7.4,6.1,2.9,5.2,6.3,8.1,5.91,1
1180,baixa,1.2,6.5,8.4,3.7,6.1,8.4,7.3,0.5,1
1181,média,2.7,9.0,8.1,6.8,5.0,9.7,6.6,2.22,0
1182,alta,3.5,6.6,6.4,4.1,7.4,8.1,6.1,2.85,1
1183,média,7.0,4.7,7.3,7.8,8.4,9.1,4.7,4.21,1
1184,média,6.7,8.3,7.7,4.4,7.5,9.4,4.0,1.44,0
1185,baixa,1.3,6.3,8.0,6.5,8.0,9.5,5.4,0.93,1
1186,média,1.4,6.4,6.0,5.2,7.1,5.1,6.8,4.04,0
1187,média,2.1,5.9,9.3,8.0,7.6,3.7,7.3,1.28,0
1188,alta,4.7,8.4,5.7,4.9,7.1,6.2,7.9,7.54,1
1189,baixa,4.7,7.2,6.8,6.0,6.2,6.2,7.2,1.93,0
1190,alta,4.6,5.9,7.4,6.9,7.7,7.7,5.5,5.89,0
1191,baixa,8.6,7.1,6.7,3.1,6.9,6.4,7.4,1.23,0
1192,baixa,2.1,6.8,7.2,5.1,8.2,7.4,6.0,0.97,0
1193,média,6.8,6.7,8.0,5.1,9.0,8.8,4.5,4.24,0
1194,alta,4.6,9.0,7.4,6.2,6.6,6.8,4.0,3.79,0
1195,baixa,6.0,8.5,8.8,8.7,6.9,8.3,5.3,1.62,0
1196,média,6.4,7.3,8.9,6.7,7.8,5.2,7.5,0.87,0
1197,média,6.3,3.0,6.7,1.0,7.5,5.3,8.0,3.02,0
1198,baixa,2.0,7.6,8.2,5.2,6.5,10.0,6.8,1.02,0
1199,média,9.3,6.6,8.4,4.0,6.7,8.6,6.7,7.87,0
1200,alta,9.3,7.4,8.1,7.7,6.9,4.9,5.1,8.8,1
1201,alta,4.6,6.6,7.3,5.8,8.4,7.6,5.0,1.97,0
1202,alta,5.2,4.6,9.1,2.6,6.9,4.4,5.5,0.92,0
1203,média,8.4,6.4,5.6,6.1,7.4,7.2,5.8,5.36,1
1204,média,5.9,7.7,6.2,6.2,6.4,9.2,7.5,4.75,1
1205,baixa,5.6,4.3,6.1,2.4,7.5,5.1,5.3,0.55,0
1206,baixa,9.1,7.3,6.2,4.0,5.7,5.8,5.6,1.06,0
1207,baixa,8.7,6.2,6.8,5.1,7.4,4.9,5.5,3.04,1
1208,baixa,9.0,3.8,6.3,3.4,7.8,8.1,6.4,3.32,0
1209,média,2.6,8.7,8.2,6.4,7.3,8.0,6.6,0.5,0
1210,baixa,8.2,7.1,6.9,3.6,6.9,9.8,6.0,2.07,0
1211,média,5.1,6.5,8.6,3.1,6.7,6.2,5.3,0.72,0
1212,média,2.5,8.5,6.4,1.0,6.3,8.6,6.5,2.38,1
1213,média,1.5,8.9,8.8,2.5,7.9,8.6,6.0,1.1,0
1214,baixa,3.9,9.0,7.9,4.3,6.8,8.9,7.4,0.5,0
1215,média,2.6,3.9,7.1,2.3,7.0,7.6,8.1,3.28,0
1216,média,6.8,8.0,7.1,6.9,7.0,7.3,5.7,3.63,0
1217,alta,9.1,7.5,6.4,3.2,8.4,6.7,8.1,3.93,1
1218,baixa,5.3,5.9,7.7,2.8,5.7,5.5,5.3,1.81,0
1219,baixa,8.8,8.9,7.6,5.5,6.8,4.2,4.0,2.13,0
1220,baixa,5.6,8.0,8.4,3.7,6.8,6.9,6.4,1.52,0
1221,média,7.8,8.4,7.4,4.3,8.1,6.4,8.3,2.76,0
1222,média,1.9,4.9,6.7,4.1,6.9,5.6,7.6,0.98,0
1223,baixa,3.4,8.0,8.6,6.9,8.3,9.5,6.6,0.6,0
1224,média,6.6,4.9,6.8,5.3,7.4,7.3,6.5,4.94,0
1225,média,4.1,8.3,9.5,6.7,8.1,6.1,8.4,3.39,1
1226,baixa,9.8,6.7,7.5,3.7,6.4,5.1,6.6,4.0,1
1227,alta,1.3,9.0,7.7,2.9,7.2,6.1,6.2,0.5,0
1228,alta,9.3,8.6,8.6,4.2,6.7,4.0,5.1,7.11,1
1229,baixa,5.6,8.1,6.1,3.3,7.5,7.2,7.3,1.84,0
1230,média,9.1,7.1,5.6,3.8,7.8,5.7,5.6,2.37,0
1231,média,9.0,8.1,7.7,5.1,8.8,9.1,4.5,2.62,0
1232,média,1.3,6.6,7.6,4.4,6.8,7.7,5.3,0.5,0
1233,baixa,9.4,6.6,7.9,5.2,9.0,6.9,4.0,2.17,0
1234,baixa,9.1,6.1,9.3,5.6,7.6,7.7,4.4,2.51,0
1235,média,1.1,5.5,7.7,3.0,6.5,6.5,8.6,0.99,0
1236,média,6.1,6.4,7.5,4.4,7.3,10.0,6.7,3.23,0
1237,baixa,2.2,8.1,8.0,5.3,6.8,5.4,7.3,0.51,0
1238,baixa,1.7,4.7,6.2,2.3,7.7,7.7,8.3,0.5,0
1239,alta,9.1,7.0,7.3,3.6,7.3,9.3,5.9,3.66,0
1240,média,7.2,8.4,7.4,3.9,7.4,7.0,7.6,2.65,1
1241,baixa,4.4,5.7,7.4,5.1,7.8,9.0,7.8,0.83,0
1242,média,8.7,6.2,8.1,3.4,6.8,7.6,6.6,0.5,0
1243,média,3.8,6.2,7.9,6.6,8.0,6.6,5.3,0.5,0
1244,baixa,8.1,7.9,6.1,5.1,7.4,8.2,5.8,2.8,0
1245,baixa,2.6,7.4,7.3,3.4,7.3,7.4,4.2,0.5,0
1246,alta,7.8,8.8,8.2,6.5,6.9,6.4,8.7,6.84,0
1247,alta,7.0,9.0,7.3,3.8,6.9,4.8,7.0,2.26,1
1248,baixa,8.2,5.7,4.8,5.3,8.2,7.6,4.8,3.15,0
1249,alta,8.0,4.8,7.5,9.6,7.7,7.4,7.3,6.82,1
1250,baixa,4.4,7.7,7.9,5.5,6.6,7.3,8.4,1.84,0
1251,baixa,6.2,5.6,5.5,6.8,7.3,8.8,5.9,2.43,1
1252,baixa,6.9,5.5,9.5,1.0,7.5,5.7,4.5,0.8,0
1253,baixa,5.4,5.0,7.7,7.1,7.7,9.8,8.1,0.79,1
1254,alta,9.6,8.7,5.0,3.3,6.9,7.4,5.1,5.48,0
1255,baixa,2.2,4.9,7.1,2.9,6.1,6.5,4.0,0.5,0
1256,média,7.2,6.9,7.3,7.0,7.1,5.9,4.8,4.29,0
1257,baixa,6.9,3.3,6.4,8.2,6.8,6.3,7.0,2.55,1
1258,média,1.5,6.5,6.2,7.4,6.1,7.1,4.6,0.5,0
1259,alta,5.9,6.4,8.2,4.6,8.6,6.8,7.2,1.71,0
1260,baixa,8.8,7.6,7.7,4.5,6.5,9.3,8.6,2.35,0
1261,alta,9.7,6.5,8.1,1.0,6.6,6.5,8.2,2.78,0
1262,baixa,4.2,8.9,8.4,3.5,7.5,7.1,6.7,0.5,0
1263,média,6.5,7.4,6.7,3.3,7.5,7.5,5.8,3.04,0
1264,média,3.7,9.0,6.6,4.2,7.3,6.7,4.6,1.96,0
1265,baixa,9.3,8.1,5.5,1.0,5.9,7.6,5.6,1.23,1
1266,média,4.2,4.9,6.4,7.2,9.0,6.8,4.0,3.07,0
1267,alta,3.8,8.4,8.1,3.0,5.5,6.1,9.0,0.84,0
1268,média,3.6,5.9,6.7,4.2,6.9,10.0,5.8,1.35,0
1269,baixa,6.6,8.2,8.0,7.8,7.7,8.0,9.0,3.48,0
1270,média,2.3,7.0,6.8,9.0,5.0,7.9,5.9,2.93,1
1271,média,7.4,6.6,9.8,4.4,7.6,4.6,4.7,6.39,0
1272,alta,3.7,6.9,6.1,5.5,8.1,5.4,5.9,0.5,0
1273,baixa,3.8,6.7,7.8,7.1,6.9,6.1,5.7,1.78,0
1274,média,6.6,5.9,5.5,6.5,8.3,7.8,6.8,1.6,0
1275,baixa,6.6,3.8,7.7,4.5,7.0,4.8,6.8,2.56,0
1276,alta,8.4,8.8,7.9,4.6,6.8,7.0,8.0,8.67,1
1277,baixa,3.6,6.5,8.7,5.2,5.0,5.7,6.0,0.5,0
1278,alta,7.4,7.0,7.5,2.5,5.7,6.4,6.3,7.37,1
1279,média,9.5,7.4,7.3,4.6,9.0,8.5,7.2,4.61,0
1280,média,1.6,8.3,5.8,5.1,7.8,8.1,5.4,4.33,1
1281,média,4.6,9.0,8.7,6.2,8.0,6.7,6.3,3.87,0
1282,baixa,8.2,6.7,6.0,5.1,7.3,8.1,6.2,1.94,0
1283,baixa,1.5,6.6,7.9,5.7,5.1,9.2,9.0,0.72,0
1284,média,4.8,3.0,7.8,3.1,7.9,6.4,7.2,1.72,0
1285,média,7.5,9.0,8.6,6.3,7.4,6.4,6.3,5.23,0
1286,alta,6.1,6.5,7.6,2.3,6.9,9.0,4.0,4.93,0
1287,média,3.5,8.8,8.3,4.7,8.4,6.7,4.5,0.5,0
1288,média,4.3,7.6,7.3,8.9,5.0,6.9,4.1,3.93,1
1289,baixa,8.0,5.4,7.1,6.4,8.8,7.3,8.5,3.35,0
1290,alta,7.4,9.0,6.9,5.5,8.2,5.5,5.9,6.09,1
1291,média,5.5,9.0,7.8,5.7,6.0,6.7,8.3,2.7,0
1292,baixa,7.2,6.0,8.4,7.6,8.2,5.0,7.8,2.52,0
1293,baixa,1.4,6.8,7.9,5.9,5.4,7.7,6.6,1.54,0
1294,baixa,4.1,4.1,6.8,4.6,6.7,8.8,5.8,0.5,0
1295,baixa,2.3,5.2,8.2,5.9,8.1,8.9,4.4,0.56,0
1296,média,8.0,6.2,7.4,4.4,7.2,8.7,5.9,4.49,0
1297,baixa,7.6,4.4,5.7,4.4,6.5,9.8,6.4,2.45,0
1298,média,1.5,5.2,8.2,6.2,8.3,7.8,5.5,0.5,0
1299,média,2.3,5.6,7.1,5.5,6.9,5.0,9.0,3.24,0
1300,média,8.9,6.3,7.9,2.7,7.6,8.0,4.0,4.22,0
1301,alta,2.9,7.0,8.4,4.9,6.5,6.8,6.2,4.09,0
1302,baixa,1.9,6.4,10.0,3.8,7.2,4.7,7.7,0.57,0
1303,baixa,5.8,6.4,7.7,8.3,5.8,6.1,6.3,1.77,1
1304,baixa,4.1,7.5,9.3,7.0,7.5,5.4,7.0,0.74,1
1305,baixa,5.2,6.4,5.8,10.0,7.5,4.8,7.0,3.13,1
1306,baixa,9.3,7.3,8.3,5.9,6.3,5.2,6.1,2.27,0
1307,média,8.1,6.0,7.8,7.6,7.4,9.0,7.8,5.71,1
1308,baixa,4.2,7.2,7.3,8.7,8.0,6.2,6.1,2.32,1
1309,baixa,9.1,8.4,7.1,1.1,5.6,5.8,5.1,1.51,0
1310,baixa,9.5,6.6,7.8,5.4,7.9,5.8,7.7,0.71,0
1311,baixa,8.9,5.1,7.5,4.5,5.8,6.2,7.4,2.04,0
1312,baixa,8.9,4.8,9.2,7.0,8.1,7.2,4.3,3.63,0
1313,baixa,3.5,9.0,8.7,2.8,7.6,8.1,6.6,1.37,0
1314,baixa,6.8,5.5,6.8,5.1,5.9,7.4,7.0,1.91,0
1315,baixa,6.6,5.5,7.1,5.0,6.0,7.9,5.8,2.6,1
1316,baixa,1.4,6.9,6.7,3.8,8.6,7.0,7.1,1.72,0
1317,média,2.8,8.7,8.8,4.2,8.7,9.5,8.7,0.5,0
1318,média,4.7,7.0,8.7,4.0,7.6,8.5,4.6,2.69,0
1319,alta,4.9,5.3,6.2,3.1,6.7,8.2,5.2,3.24,0
1320,baixa,8.4,6.6,8.8,5.0,7.6,8.2,6.2,3.21,0
1321,baixa,7.8,5.3,7.0,3.2,7.7,7.3,4.9,0.5,1
1322,média,8.0,6.8,7.9,2.4,6.7,7.4,6.9,0.5,1
1323,média,5.6,9.0,7.7,4.6,7.9,5.1,6.5,4.73,0
1324,alta,8.3,5.9,6.5,5.3,9.0,7.8,7.5,4.99,1
1325,baixa,2.9,9.0,7.9,5.9,7.4,7.0,5.8,0.6,0
1326,média,4.3,8.1,8.0,3.4,8.1,7.4,7.5,0.5,0
1327,alta,1.6,8.6,8.6,7.5,7.1,6.6,5.5,5.71,1
1328,média,8.9,7.8,6.9,3.1,6.9,7.4,6.2,6.43,0
1329,média,5.1,9.0,7.5,5.2,8.3,5.4,8.5,2.05,0
1330,baixa,1.0,5.7,6.6,4.2,7.6,6.6,5.6,0.91,0
1331,alta,7.3,8.7,7.5,5.6,7.9,6.5,6.6,3.43,0
1332,baixa,7.1,6.0,4.6,6.7,8.1,8.8,5.5,3.09,0
1333,baixa,3.7,6.6,7.3,5.0,8.1,6.3,8.2,0.8,0
1334,média,4.9,9.0,8.2,5.6,7.4,8.6,4.0,4.96,0
1335,baixa,7.5,6.5,7.7,7.1,5.6,7.3,6.3,0.55,1
1336,alta,7.4,5.7,7.0,2.1,6.8,8.2,7.4,3.15,0
1337,baixa,9.6,9.0,7.6,6.6,8.2,4.0,8.3,3.04,1
1338,baixa,8.1,5.5,6.8,6.6,7.3,6.4,6.5,3.03,1
1339,baixa,7.9,9.0,7.2,4.2,6.0,9.3,6.2,1.74,0
1340,baixa,7.1,8.8,8.1,7.1,7.0,9.8,9.0,2.02,0
1341,média,5.4,8.6,6.4,4.0,6.9,7.7,8.7,3.79,0
1342,alta,5.1,7.7,6.8,7.7,6.3,5.1,7.2,6.89,1
1343,média,7.6,8.4,6.5,6.6,6.3,6.9,7.9,4.0,1
1344,média,8.3,6.4,6.4,7.7,8.0,7.9,8.0,5.88,1
1345,baixa,3.4,6.2,7.7,4.3,8.8,5.7,8.0,0.95,0
1346,baixa,4.4,6.6,7.3,7.2,9.0,7.9,6.6,2.87,0
1347,média,10.0,6.5,7.1,7.0,9.0,7.3,7.2,2.72,1
1348,média,4.4,6.5,7.6,8.7,6.9,4.6,7.9,1.28,0
1349,baixa,9.8,6.8,6.4,1.6,6.7,3.1,7.9,1.83,0
1350,baixa,4.8,5.9,5.6,6.1,5.0,8.3,5.2,1.34,1
1351,baixa,4.2,8.0,9.0,5.7,6.7,7.8,4.0,1.97,0
1352,baixa,3.4,3.5,6.0,4.7,6.3,5.8,7.1,2.25,0
1353,baixa,2.6,6.1,6.0,4.6,8.1,9.7,4.5,1.31,0
1354,média,4.0,4.5,5.2,5.2,7.9,7.7,6.0,2.86,0
1355,média,4.7,7.4,7.6,5.0,7.3,8.2,5.5,2.28,0
1356,média,4.8,4.7,7.5,6.2,7.6,6.0,6.5,5.57,1
1357,baixa,3.1,3.0,7.6,4.5,6.9,8.8,9.0,1.26,0
1358,média,5.6,6.4,7.6,3.3,5.9,10.0,6.7,2.37,0
1359,baixa,5.0,7.7,7.4,6.8,5.5,7.8,7.4,2.27,1
1360,média,9.0,6.2,9.1,1.9,6.5,9.6,6.7,0.5,0
1361,baixa,7.4,7.8,9.3,2.0,6.7,6.2,6.0,1.24,0
1362,média,4.7,8.7,7.4,9.0,8.2,5.4,4.0,2.43,1
1363,média,2.9,5.1,5.9,10.0,7.7,8.1,7.0,3.74,0
1364,baixa,8.8,6.7,6.8,3.1,7.5,6.2,7.5,1.62,0
1365,média,2.2,5.4,7.8,2.4,7.6,8.3,6.7,1.71,0
1366,baixa,8.1,6.9,6.3,4.0,8.0,6.6,5.3,3.74,0
1367,baixa,4.0,5.5,8.2,4.1,6.0,9.1,5.0,0.59,0
1368,baixa,3.9,8.4,8.1,3.5,7.3,6.9,7.7,1.36,0
1369,média,7.8,7.7,7.9,5.2,5.6,4.8,7.9,4.59,0
1370,média,7.4,5.4,8.1,8.2,9.0,6.4,7.0,2.9,0
1371,média,10.0,6.0,7.2,5.7,5.7,7.4,7.2,5.01,1
1372,baixa,1.7,7.2,6.0,4.4,6.2,9.0,4.3,1.01,0
1373,alta,9.5,6.6,7.7,2.4,6.5,5.3,5.8,3.14,1
1374,baixa,4.3,6.8,6.8,3.5,7.3,7.2,4.0,1.43,0
1375,baixa,5.1,6.7,6.9,7.2,7.7,8.7,8.3,0.5,1
1376,média,7.3,6.7,7.5,7.9,7.6,6.1,5.2,5.37,1
1377,média,6.0,6.9,7.6,5.8,8.0,9.4,5.1,3.97,0
1378,média,1.6,7.1,7.2,3.4,8.4,4.7,8.5,3.66,0
1379,baixa,9.9,9.0,6.4,3.3,7.5,6.8,6.2,1.84,0
1380,média,2.5,7.9,6.8,3.5,7.7,7.8,7.0,2.19,0
1381,baixa,7.4,7.9,8.5,5.4,8.2,7.9,4.9,1.98,0
1382,alta,4.5,8.6,7.0,7.2,6.4,5.5,5.3,7.7,1
1383,baixa,9.8,8.3,6.6,3.5,5.9,6.8,6.0,2.59,0
1384,baixa,7.8,8.5,7.3,5.5,8.8,7.1,6.8,1.65,0
1385,alta,7.9,5.6,8.2,4.6,8.1,5.2,4.9,4.51,0
1386,alta,3.9,8.2,5.4,3.5,6.6,4.7,8.1,1.85,0
1387,alta,3.8,6.6,6.8,3.8,7.4,7.2,5.6,5.42,0
1388,baixa,7.8,7.2,6.7,4.5,6.6,6.3,4.9,2.45,0
1389,média,4.7,5.7,6.6,5.3,8.1,8.5,4.9,3.84,0
1390,alta,8.8,5.2,8.6,3.1,6.4,6.5,5.6,2.37,1
1391,média,3.3,8.5,7.4,8.6,6.2,9.4,4.6,0.75,0
1392,média,1.5,6.6,9.2,2.6,7.4,5.2,6.0,0.5,1
1393,média,3.6,7.3,9.2,2.8,6.2,8.2,5.2,1.85,0
1394,alta,7.7,8.3,7.7,5.9,5.5,7.7,7.6,7.3,1
1395,baixa,7.5,6.6,8.8,9.2,7.4,7.3,9.0,1.96,1
1396,média,8.5,8.0,8.5,8.9,8.1,7.3,5.7,3.64,0
1397,alta,7.8,7.5,9.3,6.1,6.8,6.9,4.0,2.62,1
1398,alta,9.0,8.1,6.4,1.8,7.1,9.1,6.6,7.68,1
1399,baixa,7.3,6.8,8.1,2.6,7.6,3.8,6.9,1.85,0
1400,média,9.8,6.6,7.6,6.4,7.4,5.6,6.0,6.17,1
1401,média,4.2,4.7,6.2,3.4,5.8,7.5,6.0,2.41,1
1402,média,8.7,4.1,8.4,7.0,6.9,5.9,4.3,4.69,1
1403,baixa,3.5,6.2,5.8,8.2,7.5,7.9,5.3,1.97,0
1404,baixa,2.7,6.0,8.0,6.0,6.8,10.0,8.7,0.5,0
1405,baixa,4.9,7.0,8.3,5.2,6.7,5.5,8.0,1.83,0
1406,média,6.9,9.0,5.9,3.2,8.0,8.3,7.1,2.07,0
